headline,source,publish_date,year,url,source_split
'America's Got Talent' judges speak out about Simon Cowell's injury: 'We miss our boss',FoxNews,2020-08-10,2020,https://www.foxnews.com/entertainment/simon-cowell-injury-americas-got-talent-judges-react,starter
"Craig Morgan reflects on faith, family, country music stardom and loss in his memoir 'God, Family, Country'",FoxNews,2022-09-26,2022,https://www.foxnews.com/entertainment/craig-morgan-reflects-faith-family-country-music-stardom-loss-memoir-god-family-country,starter
"Gold Star families want National Mall memorial for service members killed in war on terror, decry delays",FoxNews,2021-09-03,2021,https://www.foxnews.com/us/gold-star-families-gwot-memorial-national-mall,starter
"Jeep saluting US military and veterans with $1,000 cash-back deal",FoxNews,2022-11-10,2022,https://www.foxnews.com/auto/jeep-saluting-u-s-military-veterans-cash-back-deal,starter
Beatles star Paul McCartney reflects on feud with John Lennon following band's split: 'It hurt',FoxNews,2021-11-04,2021,https://www.foxnews.com/entertainment/beatles-paul-mccartney-john-lennon-the-lyrics-book,starter
"CNN not waiting to make more changes at network, insider says: 'They’re not going to wait out deals'",FoxNews,2022-08-22,2022,https://www.foxnews.com/media/cnn-not-waiting-make-more-changes-network-insider-not-going-wait-deals,starter
Biden awards first Medal of Honor to Korean War hero,FoxNews,2021-05-21,2021,https://www.foxnews.com/us/biden-award-medal-of-honor-korean-war-retired-georgia-colonel,starter
"Iowa farmer blasts Biden inflation, warns monthly grocery bills will increase $1,000",FoxNews,2022-05-20,2022,https://www.foxnews.com/media/iowa-farmer-blasts-biden-inflation-warns-monthly-grocery-bills-increase-1000,starter
"CNN taps new president, current executive producer of 'The Late Show' to replace Jeff Zucker",FoxNews,2022-02-26,2022,https://www.foxnews.com/media/cnn-chris-licht-replaces-jeff-zucker-president,starter
Biden warns of nationwide abortion ban if Republicans take majority of Congress: 'The choice is clear',FoxNews,2022-07-01,2022,https://www.foxnews.com/politics/biden-warns-nationwide-abortion-ban-republicans-take-majority-congress-choice-clear.print,starter
Supreme Court hears cases on prolonged detention of illegal immigrants,FoxNews,2022-01-11,2022,https://www.foxnews.com/politics/supreme-court-hears-cases-on-prolonged-detention-of-illegal-immigrants,starter
Eye spy a big problem: California doctor removes 23 contact lenses from one woman’s eye,FoxNews,2022-10-22,2022,https://www.foxnews.com/lifestyle/eye-spy-problem-california-doctor-removes-23-contact-lenses-womans-eye,starter
Former One Direction band member Niall Horan announces new solo music and festivals in 2023,FoxNews,2022-10-28,2022,https://www.foxnews.com/entertainment/former-one-direction-band-member-niall-horan-announces-new-solo-music-festivals-2023,starter
"Picky eater in your family? Try using a different color of dishware, study suggests",FoxNews,2022-11-30,2022,https://www.foxnews.com/lifestyle/picky-eater-family-try-color-dishware-study,starter
University of Virginia's student newspaper calls to removing Thomas Jefferson's name from campus,FoxNews,2022-08-23,2022,https://www.foxnews.com/media/university-virginias-student-newspaper-calls-removing-thomas-jeffersons-name-from-campus.print,starter
The Washington Post wages war on Elon Musk as he takes over Twitter,FoxNews,2022-04-27,2022,https://www.foxnews.com/media/the-washington-post-elon-musk-war-twitter-takeover,starter
Bill Maher roasts woke 'presentism': 'A magic moral time machine' where you always win,FoxNews,2022-09-17,2022,https://www.foxnews.com/media/bill-maher-roasts-woke-presentism-magic-moral-time-machine-you-always-win,starter
"Women's pro soccer league had systemic abuse and sexual misconduct, investigation reveals",FoxNews,2022-10-04,2022,https://www.foxnews.com/sports/womens-pro-soccer-league-systemic-abuse-exual-misconduct-investigation-reveals,starter
McConnell: Schumer afraid a Title 42 amendment to COVID spending would've passed with Democratic votes,FoxNews,2022-04-07,2022,https://www.foxnews.com/media/mcconnell-title-42-schumer-special-report-illegal-immigrants,starter
"White House warns of 'ultra-MAGA' policies, abortion ban if GOP takes majority in Congress",FoxNews,2022-06-27,2022,https://www.foxnews.com/politics/white-house-warns-ultra-maga-policies-abortion-ban-gop-takes-majority-congress,starter
Texas officials: Uvalde shooting report reveals 'multiple systemic failures',FoxNews,2022-07-17,2022,https://www.foxnews.com/us/texas-uvalde-shooting-report-reveals-multiple-systemic-failiures,starter
"Eric Clapton positive for COVID-19, postpones concerts",FoxNews,2022-05-18,2022,https://www.foxnews.com/entertainment/eric-clapton-covid-vaccine-positive-postpones-cancels-concerts.print,starter
Sydney Sweeney says the backlash from her mom's MAGA-like birthday party décor was 'wildfire',FoxNews,2022-11-11,2022,https://www.foxnews.com/entertainment/sydney-sweeney-backlash-moms-maga-like-birthday-party-decor-wildfire,starter
"Nearly 20 years since 9/11 terror attacks, first FDNY chief on scene honors 'Ordinary Heroes'",FoxNews,2021-09-07,2021,https://www.foxnews.com/us/pfeifer-fdny-9-11-terror-attacks-fdny-chief-groud-zero-heroes,starter
Meet the American who founded the Grand Ole Opry: 'Remarkable visionary' George D. Hay,FoxNews,2022-09-02,2022,https://www.foxnews.com/lifestyle/meet-american-founded-grand-ole-opry-remarkable-visionary-george-d-hay.print,starter
Florida beach living is the carefree answer for one caregiving couple,FoxNews,2022-12-14,2022,https://www.foxnews.com/lifestyle/florida-beach-living-carefree-answer-caregiving-couple.print,starter
"Kids may like video gaming, but health experts fret about the 'fuel' they may be using to 'win'",FoxNews,2022-10-19,2022,https://www.foxnews.com/lifestyle/kids-video-gaming-health-experts-fret-fuel-using-win,starter
Brian Stelter remains defiant as final 'Reliable Sources' doubles down on what critics say got it canceled,FoxNews,2022-08-22,2022,https://www.foxnews.com/media/brian-stelter-remains-defiant-final-reliable-sources-doubles-down,starter
Bears legend Dick Butkus takes shot at Packers' Aaron Rodgers after getting verified on Twitter,FoxNews,2022-01-22,2022,https://www.foxnews.com/sports/bears-dick-butkus-takes-shot-packers-aaron-rodgers-after-verified-twitter,starter
Rock & Roll Hall of Fame Foundation moves forward with Dolly Parton's nomination despite icon's opposition,FoxNews,2022-03-17,2022,https://www.foxnews.com/entertainment/rock-roll-hall-fame-foundation-moves-forward-dolly-parton-nomination,starter
Sydney Sweeney rips internet trolls for tagging family in screenshotted nude scenes: ‘Disgusting’,FoxNews,2022-11-12,2022,https://www.foxnews.com/entertainment/sydney-sweeney-internet-trolls-family-nude-scenes-disgusting,starter
VA Tech swimmer rips NCAA transgender participation policy: 'Feels like the final spot was taken from me',FoxNews,2022-03-20,2022,https://www.foxnews.com/sports/va-tech-swimmer-ncaa-transgender-participation,starter
Biden's EPA has coordinated with left-wing eco groups tied to liberal dark money network,FoxNews,2022-11-07,2022,https://www.foxnews.com/politics/bidens-epa-coordinated-left-wing-eco-groups-tied-liberal-dark-money-network,starter
Bob Dylan museum opening in Tulsa,FoxNews,2022-05-06,2022,https://www.foxnews.com/entertainment/bob-dylan-museum-opening-in-tulsa,starter
"Biden questioned on migrant surge, says 'not rational' to 'send them back' to Venezuela, Cuba, Nicaragua",FoxNews,2022-09-20,2022,"https://www.foxnews.com/politics/biden-questioned-migrant-surge-says-not-rational-send-them-back-venezuela-cuba-nicaragua#&_intcmp=hp1bt1,hp1bt",starter
America the beautiful: 50 must-see landmarks that tell our national story,FoxNews,2022-06-29,2022,https://www.foxnews.com/lifestyle/america-50-landmarks-national-story,starter
"Marco Rubio defends Cuba’s fight against failed socialist government: Leaders are 'evil,' 'incompetent'",FoxNews,2021-07-21,2021,https://www.foxnews.com/media/marco-rubio-cuba-fight-socialist-government-leaders-evil-incompetent.print,starter
"Blind Michigan judge drives race car — and inspires others to follow their dreams, too",FoxNews,2022-09-03,2022,https://www.foxnews.com/lifestyle/blind-michigan-judge-drives-race-car-inspires-follow-dreams,starter
Christmas trees are just one part of the allure that a Vermont family brings to NYC each December,FoxNews,2022-12-14,2022,https://www.foxnews.com/lifestyle/christmas-trees-part-allure-vermont-family-nyc-december,starter
'Elvis' takes No. 1 after tie with 'Top Gun: Maverick',FoxNews,2022-06-27,2022,https://www.foxnews.com/entertainment/elvis-top-gun-maverick-tie-no-1-box-office-spot,starter
Republican John Duarte wins House race in California's 13th Congressional District,FoxNews,2022-12-03,2022,https://www.foxnews.com/politics/republican-john-duarte-wins-house-race-in-californias-13th-congressional-district,starter
Tina Turner teams up with Kygo for 'What's Love Got to Do With It' remix,FoxNews,2020-07-17,2020,https://www.foxnews.com/entertainment/tina-turner-kygo-whats-love-got-to-do-with-it-remix,starter
Meet the American who gave the nation our Thanksgiving origin story: Pilgrim Edward Winslow,FoxNews,2022-11-18,2022,https://www.foxnews.com/lifestyle/meet-american-gave-nation-thanksgiving-origin-story.print,starter
FLASHBACK: CNN's Brian Stelter claimed Chris Cuomo upheld journalistic 'boundaries' during Colbert interview,FoxNews,2021-12-01,2021,https://www.foxnews.com/media/cnn-brian-stelter-chris-cuomo-late-show-stephen-colbert,starter
"On Veterans Day, this Vietnam vet wants others to know: ‘You are not alone’",FoxNews,2021-11-11,2021,https://www.foxnews.com/us/veterans-day-vietnam-vet-message,starter
Luke Bryan’s son surprised Katy Perry with a very odd question for his dad,FoxNews,2022-12-01,2022,https://www.foxnews.com/entertainment/luke-bryans-son-surprised-katy-perry-odd-question-his-dad,starter
America's military and veterans with PTSD have a fighting chance to heal,FoxNews,2022-07-01,2022,https://www.foxnews.com/lifestyle/america-military-veterans-ptsd-fighting-chance,starter
High school students have a strong shot at success with career technical education: 'A win-win',FoxNews,2022-09-07,2022,https://www.foxnews.com/lifestyle/high-school-students-strong-shot-success-career-technical-education-win-win,starter
"CNN changes: From Chris Cuomo to Brian Stelter, it’s been a wild year for scandal-plagued network",FoxNews,2022-08-19,2022,https://www.foxnews.com/media/cnn-changes-chris-cuomo-brian-stelter-wild-year-scandal-plauged-network,starter
Biden to take executive action on abortion access following immense pressure from Democrats,FoxNews,2022-07-08,2022,https://www.foxnews.com/politics/biden-executive-action-abortion-access-pressure-democrats.print,starter
Army veteran regains ability to walk with robotic exoskeleton after paralysis: ‘Beyond words’,FoxNews,2022-09-15,2022,https://www.foxnews.com/lifestyle/army-veteran-ability-walk-robotic-exoskeleton-paralysis,starter
"Biden repeats false claim about trips to Iraq and Afghanistan, this time to graduating midshipmen",FoxNews,2022-05-27,2022,https://www.foxnews.com/politics/biden-iraq-afghanistan-about-40-times-administration-says-its-half-of-that,starter
USA Today under fire for allowing Stacey Abrams to retroactively edit op-ed to downplay boycott support,FoxNews,2021-04-27,2021,https://www.foxnews.com/media/usa-today-under-fire-for-allowing-stacey-abrams-to-retroactively-edit-op-ed-to-downplay-boycott-support,starter
"Why Jimi Hendrix’s death at 27 is still shrouded in mystery, book reveals: ‘It was an avoidable accident’",FoxNews,2020-11-21,2020,https://www.foxnews.com/entertainment/jimi-hendrix-27-club-philip-norman-book,starter
"Pennsylvania court tosses school mask mandate, health secretary appeals",FoxNews,2021-11-10,2021,https://www.foxnews.com/us/pennsylvania-court-school-mask-mandate,starter
Sen Chuck Grassley explains link between high food and energy prices,FoxNews,2022-07-01,2022,https://www.foxnews.com/media/sen-chuck-grassley-link-high-food-energy-prices,starter
MSNBC host compares guns to slavery: ‘Lincoln was criticized for moving too slowly’ to ‘end slavery’,FoxNews,2022-06-13,2022,https://www.foxnews.com/media/msnbc-host-guns-slavery-lincoln-slavery,starter
Boyd Jr.: America is divided on 'bitterness' and 'hatred' when we need to come together,FoxNews,2022-05-11,2022,https://www.foxnews.com/media/boyd-jr-america-divided-bitterness-hatred-need-come-together,starter
"Andre Rush, Army veteran and celebrity chef, brings fresh awareness to PTSD, suicide prevention",FoxNews,2022-02-11,2022,https://www.foxnews.com/lifestyle/andre-rush-army-veteran-chef-ptsd-suicide,starter
Gwyneth Paltrow reflects on Chris Martin split: ‘I never wanted to get divorced’,FoxNews,2021-03-23,2021,https://www.foxnews.com/entertainment/gwyneth-paltrow-reflects-chris-martin-divorce,starter
Pence says the 'sanctity of life' will spark ‘renewed enthusiasm’ for Republicans in midterms,FoxNews,2022-05-10,2022,https://www.foxnews.com/politics/pence-preserving-sanctity-life-enthusiasm-republicans-midterms,starter
"Ashley Tisdale, Vanessa Hudgens dance to 'High School Musical' song during self-quarantine",FoxNews,2020-03-17,2020,https://www.foxnews.com/entertainment/ashley-tisdale-vanessa-hudgens-dance-high-school-musical,starter
'Basic Instinct' director denies Sharon Stone's claim that she was tricked into showing nudity in film,FoxNews,2021-07-08,2021,https://www.foxnews.com/entertainment/sharon-stone-basic-instinct-director-nudity-scene.print,starter
The queen and Congress: Elizabeth II addressed Capitol Hill lawmakers in 1991,FoxNews,2022-09-10,2022,https://www.foxnews.com/politics/queen-congress-elizabeth-ii-addressed-capitol-hill-lawmakers-1991,starter
Elton John bids farewell to Philly with 'Philadelphia Freedom' performance,FoxNews,2022-07-16,2022,https://www.foxnews.com/entertainment/elton-john-bids-farewell-philadelphia-freedom-performance,starter
Thomas Jefferson statue's removal from New York City Hall a 'disgrace': Douglas Murray,FoxNews,2021-11-24,2021,https://www.foxnews.com/media/thomas-jefferson-statues-removal-from-new-york-city-hall-a-disgrace-douglas-murray,starter
Brian Stelter: A retrospective of CNN's ousted media reporter,FoxNews,2022-08-19,2022,https://www.foxnews.com/media/brian-stelter-retrospective-cnns-ousted-media-reporter.print,starter
"Ronald Reagan's putter, Pearl Harbor wings to go up for auction on Fox Nation's 'Selling History'",FoxNews,2022-06-06,2022,https://www.foxnews.com/lifestyle/ronald-reagan-putter-pearl-harbor-auction-fox-nation-selling-history.print,starter
"Russia-Ukraine war: Deadly fight in Donbas 'one of the most brutal battles... for Europe,' Zelenskyy says",FoxNews,2022-06-14,2022,https://www.foxnews.com/world/russia-ukraine-war-donbas-fight-zelenskyy,starter
"Superintendent fired, CRT banned after Moms for Liberty candidates revamp South Carolina school district",FoxNews,2022-11-21,2022,https://www.foxnews.com/media/superintendent-fired-crt-banned-moms-liberty-candidates-revamp-south-carolina-school-district,starter
Philadelphia attorney says crime 'out of control' after Dem lawmaker is carjacked at gunpoint,FoxNews,2021-12-23,2021,https://www.foxnews.com/media/philadelphia-crime-surge-democrat-scanlon-carjacked,starter
"On Gold Star Spouses Day, a time to remember, support military families",FoxNews,2022-04-05,2022,https://www.foxnews.com/lifestyle/gold-star-spouses-support-military-families,starter
Title IX's 50th anniversary: Debate over transgender athletes rages,FoxNews,2022-06-23,2022,https://www.foxnews.com/sports/title-ix-anniversary-debate-transgender-athletes,starter
WaPo columnist called out for 'sycophantic' defense of Kamala Harris: 'Refusing to see reality',FoxNews,2022-12-14,2022,https://www.foxnews.com/media/wapo-columnist-called-sycophantic-defense-kamala-harris-refusing-see-reality,starter
"Ahead of the holidays, here's how to build charcuterie boards that are 'super festive'",FoxNews,2022-11-12,2022,https://www.foxnews.com/lifestyle/ahead-holidays-build-charcuterie-boards-festive,starter
"Dark money group linked to foreign billionaire infused millions of dollars to major Dem, left-wing causes",FoxNews,2022-12-29,2022,https://www.foxnews.com/politics/dark-money-group-linked-foreign-billionaire-infused-millions-dollars-major-dem-left-wing-causes,starter
"Texas human trafficking crash leaves two migrants dead, a dozen others injured",FoxNews,2022-10-16,2022,https://www.foxnews.com/us/texas-human-trafficking-crash-leaves-two-migrants-dead-dozen-others-injured.print,starter
Hawaii’s hidden treasures include these historic war monuments in Oahu,FoxNews,2022-04-09,2022,https://www.foxnews.com/lifestyle/hawaii-hidden-treasures-historic-war-monuments-oahu,starter
Mossimo Giannulli reports to prison to begin 5-month sentence in the college admissions scandal,FoxNews,2020-11-19,2020,https://www.foxnews.com/entertainment/mossimo-giannulli-prison-5-month-sentence-college-admissions-scandal,starter
"On this day in history in 1775, US postal system established under Ben Franklin",FoxNews,2022-07-26,2022,https://www.foxnews.com/lifestyle/day-history-1775-us-postal-system-established-ben-franklin,starter
"Rubio contests claim that US embargo is destabilizing Cuba, says only 'blockade' is its government",FoxNews,2021-07-21,2021,https://www.foxnews.com/politics/rubio-contests-claim-us-embargo-destabilizing-cuba-blockade-government,starter
Wisconsin father-son duo thank America’s military heroes from the ‘bottom of our heart’,FoxNews,2022-05-17,2022,https://www.foxnews.com/lifestyle/wisconsin-father-son-thank-military-heroes,starter
"Biden on Supreme Court leak: Roe should not be overturned, 'A woman's right to choose is fundamental'",FoxNews,2022-05-03,2022,https://www.foxnews.com/politics/biden-supreme-court-leak-womans-right-choose-fundamental,starter
Healthy breakfast smoothie could help kickstart better eating habits in the New Year,FoxNews,2021-12-19,2021,https://www.foxnews.com/lifestyle/healthy-breakfast-smoothie-kickstart-better-eating-new-year,starter
"10 spots you can't forget when you're spring cleaning, from an expert",FoxNews,2022-03-21,2022,https://www.foxnews.com/lifestyle/spring-cleaning-forgotten-spaces-tips-tidying-home,starter
Bernie Sanders silent on Cuban pro-freedom uprisings after praising Fidel Castro's communist policies,FoxNews,2021-07-11,2021,https://www.foxnews.com/politics/bernie-sanders-silent-cuban-pro-democracy-uprisings-praising-fidel-castros-communist-policies,starter
Health officials call for flu shots ahead of potentially severe season,FoxNews,2022-10-06,2022,https://www.foxnews.com/health/health-officials-flu-shots-potentially-severe-season,starter
James Madison's perspective on slavery is a far more 'nuanced' historical subject than many understand: Turley,FoxNews,2022-07-18,2022,https://www.foxnews.com/media/james-madison-perspective-slavery-nuanced-turley,starter
"Levin blasts BLM's endorsement of Cuban dictatorship, media's history of ‘friendliness’ to autocrats",FoxNews,2021-07-16,2021,https://www.foxnews.com/media/levin-blm-endorsement-cuban-dictatorship,starter
"Taking 10K steps may be associated with reduction in risk of cancer, cardiovascular disease deaths: study",FoxNews,2022-10-08,2022,https://www.foxnews.com/health/taking-10k-steps-associated-reduction-risk-cancer-cardiovascular-disease-deaths-study.print,starter
"Lori Loughlin’s prison offers Pilates, spin class and more as she serves time in college admissions scandal",FoxNews,2020-09-24,2020,https://www.foxnews.com/entertainment/inside-lori-loughlin-prison-college-admissions-scandal,starter
Simon Cowell pulls out of judging duties in upcoming ‘X Factor Israel’ appearance,FoxNews,2021-06-01,2021,https://www.foxnews.com/entertainment/simon-cowell-pulls-out-judging-duties-x-factor-israel-appearance,starter
MSNBC contributor complains of 'crisis' as Latinos move away from Democrats,FoxNews,2021-07-06,2021,https://www.foxnews.com/media/msnbc-contributor-crisis-latinos-democratic-party,starter
National Black Farmers president issues dire warning to Biden admin: 'We're heading for a food shortage',FoxNews,2022-07-20,2022,https://www.foxnews.com/media/national-black-farmers-president-issues-dire-warning-biden-admin-heading-food-shortage,starter
"Olivia Jade Giannulli recalls being 'publicly shamed' for Lori Loughlin, Mossimo Giannulli's scandal",FoxNews,2021-03-27,2021,https://www.foxnews.com/entertainment/olivia-jade-giannulli-publicly-shamed-lori-loughlin-mossimo-giannulli-scandal,starter
"Rumer Willis is pregnant, expecting baby with boyfriend Derek Richard Thomas",FoxNews,2022-12-20,2022,https://www.foxnews.com/entertainment/rumer-willis-pregnant-expecting-baby-with-boyfriend-derek-richard-thomas,starter
Mark Levin: We were freer before the American Revolution than we are today,FoxNews,2021-08-15,2021,https://www.foxnews.com/media/mark-levin-we-were-freer-before-american-revolution,starter
Washington Post has corrected over a dozen articles related to Steele dossier coverage,FoxNews,2021-11-18,2021,https://www.foxnews.com/media/washington-post-corrections-steele-dossier,starter
"Supreme Court set to overturn Roe v. Wade, leaked draft opinion shows: report",FoxNews,2022-05-02,2022,https://www.foxnews.com/politics/supreme-court-overturn-roe-draft-leaked-draft-opinion-report,starter
"On this day in history, August 24, 1814, British troops ransacked, torched White House and Capitol",FoxNews,2022-08-24,2022,https://www.foxnews.com/lifestyle/this-day-history-august-24-british-troops-ransack-torch-white-house-capitol,starter
"Kamala Harris staff contending with low morale, internal tensions: reports",FoxNews,2021-06-30,2021,https://www.foxnews.com/politics/kamala-harris-staff-low-morale-internal-tensions,starter
"Diabetes affects millions of Americans and hits Hispanic, Latino adults especially hard, CDC says",FoxNews,2022-09-16,2022,https://www.foxnews.com/health/diabetes-affects-millions-americans-hitting-hispanics-latinos-hard-cdc,starter
National parks prepare for millions to visit this summer; some now require reservations,FoxNews,2022-05-20,2022,https://www.foxnews.com/great-outdoors/national-parks-prepare-millions-visitors-summer-some-require-reservations,starter
Pennsylvania Gov. Wolf: Migrant flights only 'passed through' Scranton 'en route to their final destination',FoxNews,2021-12-29,2021,https://www.foxnews.com/politics/gov-wolf-migrant-flights-only-passed-through-scranton-en-route-to-their-final-destination,starter
Whoopi Goldberg rips cancel culture targeting Pepé Le Pew: 'I don't know why you've got to erase everything',FoxNews,2021-03-09,2021,https://www.foxnews.com/media/whoopi-goldberg-cancel-culture-pepe-le-pew,starter
Vanessa Hudgens continues #ThirstyThursday tradition with sultry snaps,FoxNews,2020-02-07,2020,https://www.foxnews.com/entertainment/vanessa-hudgens-thirsty-thursday-pics-second-week,starter
PRO Act gains socialist support: The Democratic bill that would crush right-to-work laws,FoxNews,2021-03-08,2021,https://www.foxnews.com/politics/house-democrats-pro-act-right-to-work-california-ab5,starter
Kamala Harris declares ‘border is secure’ as thousands of illegals flood into US every day,FoxNews,2022-09-12,2022,https://www.foxnews.com/politics/kamala-harris-declares-border-secure-thousands-illegals-flood-us-every-day,starter
Abortion rights groups lash out at leaked Supreme Court draft: 'Confirms our worst fears',FoxNews,2022-05-03,2022,https://www.foxnews.com/politics/abortion-rights-groups-leaked-supreme-court-draft,starter
Harrison Ford’s 80th birthday: A look back at some of his best roles,FoxNews,2022-07-13,2022,https://www.foxnews.com/entertainment/harrison-fords-80th-birthday-look-back-some-best-roles,starter
St. Patrick's Day: The history behind the holiday in the United States,FoxNews,2021-03-17,2021,https://www.foxnews.com/lifestyle/st-patricks-day-origins-beyond-drowning-the-shamrock,starter
Beatle Ringo Starr reflects on spreading 'peace and love' following the '60s: 'It was part of how we felt',FoxNews,2022-06-01,2022,https://www.foxnews.com/entertainment/beatle-ringo-starr-peace-love-all-starr-tour.print,starter
Crime spikes force schools to reinstate resource officers as defund movement collapses,FoxNews,2022-02-15,2022,https://www.foxnews.com/us/defund-the-police-return-school-resource-officers,starter
"Anne Frank's Nazi arrest in Amsterdam may have stemmed from Jewish businessman's tip, book claims",FoxNews,2022-01-17,2022,https://www.foxnews.com/world/cold-case-team-may-know-betrayed-anne-frank,starter
FOX Nation unveils veteran-themed content to commemorate Memorial Day,FoxNews,2022-05-18,2022,https://www.foxnews.com/media/fox-nation-veteran-memorial-day,starter
"On this day in history, Sept. 8, 1565, St. Augustine — oldest city in North America — is settled by Spain",FoxNews,2022-09-08,2022,https://www.foxnews.com/lifestyle/this-day-history-sept-8-1565-st-augustine-oldest-city-north-america-settled-spain,starter
"Bruce Arians, Biden make vaccine push during Buccaneers' White House visit",FoxNews,2021-07-20,2021,https://www.foxnews.com/sports/bruce-arians-biden-vaccine-push-buccaneers-white-house-visit,starter
8 rock stars who are rockin' their way into their 80s,FoxNews,2022-06-21,2022,https://www.foxnews.com/entertainment/8-rock-stars-rocking-80s.print,starter
Florida police department invites public to homeless veteran's funeral,FoxNews,2020-01-17,2020,https://www.foxnews.com/us/florida-police-department-invites-public-to-homeless-veterans-funeral.print,starter
Tunnel to Towers pays off mortgage of fallen Connecticut police sergeant: 'Comfort and connectedness',FoxNews,2022-12-12,2022,https://www.foxnews.com/lifestyle/tunnel-towers-pays-mortgage-fallen-connecticut-police-sergeant-comfort,starter
"Bruce Willis diagnosed with aphasia, 'stepping away' from acting, family reveals",FoxNews,2022-03-30,2022,https://www.foxnews.com/entertainment/bruce-willis-diagnosed-aphasia-stepping-away-acting,starter
Putin accuses Ukraine of 'terrorism' in Crimea bridge explosion,FoxNews,2022-10-09,2022,https://www.foxnews.com/world/putin-accuses-ukraine-terrorism-crimea-bridge-explosion,starter
Texas borderland car crash leaves three people dead in human smuggling attempt,FoxNews,2022-10-02,2022,https://www.foxnews.com/us/texas-borderland-car-crash-leaves-three-people-dead-human-smuggling-attempt,starter
Border Patrol agents nab a dozen people on terror watchlist at southern border in August,FoxNews,2022-09-20,2022,https://www.foxnews.com/politics/border-patrol-agents-nab-dozen-suspected-terrorists-southern-border-august,starter
"Biden abandoned by top Democrats as Pritzker, Newsom 'measure the drapes' in absence",FoxNews,2022-07-14,2022,https://www.foxnews.com/media/biden-abandoned-top-democrats-pritzker-newsom-measure-drapes-absence,starter
Amy Klobuchar suggests voting Democrat will help stop hurricanes: 'That's why we've got to win this',FoxNews,2022-09-27,2022,https://www.foxnews.com/media/klobuchar-suggests-voting-democrat-will-help-stop-hurricanes-thats-why-weve-got-win-this,starter
Lori Loughlin's husband Mossimo Giannulli asks to serve remainder of five-month prison sentence at home,FoxNews,2021-01-15,2021,http://www.foxnews.com/entertainment/lori-loughlin-mossimo-giannulli-asks-serve-remainder-prison-sentence-home,starter
"Disney+ removes access to classics like 'Dumbo,' 'Peter Pan' for kids under 7 over 'racist' stereotypes",FoxNews,2021-03-10,2021,https://www.foxnews.com/entertainment/disney-plus-removes-access-to-classics-like-dumbo-peter-pan-for-kids-under-7-over-racist-stereotypes.print,starter
Meghan McCain blames hostile ‘View’ colleagues for her exit in emotional memoir,FoxNews,2021-10-19,2021,https://www.foxnews.com/media/meghan-mccain-hostile-view-emotional-memoir,starter
Abortion rights to expand in blue states after Roe v Wade overturned in Dobbs decision,FoxNews,2022-06-24,2022,https://www.foxnews.com/politics/abortion-rights-expand-blue-states-roe-v-wade-overturned-dobbs-decision,starter
Lori Loughlin's college admissions scandal case: Everything to know about it,FoxNews,2020-08-20,2020,https://www.foxnews.com/entertainment/lori-loughlin-college-admissions-scandal-case,starter
"Demi Moore on isolating with ex Bruce Willis, daughters: 'It was amazing'",FoxNews,2021-02-04,2021,https://www.foxnews.com/entertainment/demi-moore-isolating-bruce-willis-daughters-amazing,starter
World War II veteran celebrates 102nd birthday: 'Blessed' and 'grateful' for community support,FoxNews,2022-01-04,2022,https://www.foxnews.com/lifestyle/world-war-ii-veteran-celebrates-102nd-birthday-blessed,starter
"These 6 power foods can prevent cancer, according to various health experts",FoxNews,2022-04-04,2022,https://www.foxnews.com/lifestyle/power-foods-help-prevent-cancer,starter
"Biden, Democrats falsely frame Green movement as 'economic': Charles Payne",FoxNews,2022-09-18,2022,https://www.foxnews.com/media/biden-democrats-falsely-frame-green-movement-economic-charles-payne,starter
Liberal dark money network hauled in more than $1.5B in anonymous donations for left-wing causes in 2021,FoxNews,2022-11-15,2022,https://www.foxnews.com/politics/liberal-dark-money-network-hauled-1-5b-anonymous-donations-left-wing-causes-2021,starter
"‘Euphoria’ star Sydney Sweeney on being a sex symbol, why she ‘won’t stop’ doing nude scenes",FoxNews,2022-07-28,2022,https://www.foxnews.com/entertainment/euphoria-sydney-sweeney-sex-symbol-nude-scenes,starter
Lady Liberty stands tall – amid lightning strike in NY Harbor,FoxNews,2020-07-23,2020,https://www.foxnews.com/us/lady-liberty-stands-tall-amid-lightning-strike-in-ny-harbor,starter
"Democrats concerned Harris couldn't beat a GOP nominee, even if Trump: report",FoxNews,2021-07-02,2021,https://www.foxnews.com/politics/democrats-harris-gop-nominee-2024,starter
The American Legion turns 103: A brief history of the organization formed to aid WWI veterans,FoxNews,2022-09-16,2022,https://www.foxnews.com/lifestyle/the-american-legion-103-brief-history-organization-aid-wwi-veterans.print,starter
Pastor Greg Laurie details how John Lennon found God — and why it matters today,FoxNews,2022-06-06,2022,https://www.foxnews.com/lifestyle/pastor-greg-laurie-john-lennon-god-today.print,starter
"Howard Stern, Judd Apatow, other comedians defend Chris Rock: 'He handled it like a pro'",FoxNews,2022-03-30,2022,https://www.foxnews.com/entertainment/david-spade-amy-schumer-comedians-react-will-smith-chris-rock-slap,starter
"Judge Napolitano slams judges in college admissions scandal, says prosecutors 'gravely overreached'",FoxNews,2020-08-21,2020,https://www.foxnews.com/us/lori-loughlin-college-admissions-scandal-judge-napolitano,starter
Grand Ole Opry celebrates America — and now it's coming back strong,FoxNews,2022-05-28,2022,https://www.foxnews.com/lifestyle/grand-ole-opry-america-strong,starter
