headline,source,publish_date,year,url,source_split
Biden-Harris border crisis: Mother of Jocelyn Nungaray gives emotional testimony during migrant crime hearing,FoxNews,2024-09-10,2024,https://www.foxnews.com/politics/biden-harris-border-crisis-victims-illegal-immigrant-crime-testify-house-hearing.print,starter
"Tom Cotton turns tables on CNN's Dana Bash on guns, brings up Harris' past remarks on school shootings",FoxNews,2024-09-08,2024,https://www.foxnews.com/media/tom-cotton-turns-tables-cnns-dana-bash-guns-brings-up-harris-past-remarks-school-shootings,starter
Trump accuses DOJ of 'mishandling and downplaying' second assassination plot,NBC,2024-09-23,2024,https://www.nbcnews.com/politics/donald-trump/trump-accuses-doj-mishandling-downplaying-second-assassination-plot-rcna172315,starter
Abortion rights advocates see a flurry of post-Roe victories in midterms,NBC,2022-11-09,2022,https://www.nbcnews.com/politics/2022-election/abortion-rights-advocates-see-flurry-post-roe-victories-midterms-rcna56443,starter
Georgia Senate race heads to runoff as razor-thin contests make control of Congress too early to call,NBC,2022-11-09,2022,https://www.nbcnews.com/politics/2022-election/live-blog/midterm-elections-live-updates-rcna56065,starter
'Thrilled to endorse': Conservative super PAC unleashes 7-figure push for early voting in key Senate race,FoxNews,2024-06-05,2024,https://www.foxnews.com/politics/conservative-super-pac-unleashes-7-figure-push-early-voting-key-senate-race,starter
Would-be Trump assassin Ryan Routh camped under cover of darkness for 12 hours: court docs,FoxNews,2024-09-16,2024,https://www.foxnews.com/us/would-be-trump-assassin-ryan-routh-camped-under-cover-darkness-12-hours-court-docs,starter
"Nevada Senate hopefuls tackle trans athletes, immigration and UFOs in only debate",FoxNews,2024-10-18,2024,https://www.foxnews.com/politics/nevada-senate-candidates-spar-biological-males-womens-sports-immigration-ufos-debate.print,starter
'Top Thrill 2' roller coaster at Cedar Point will not reopen this season,FoxNews,2024-08-24,2024,https://www.foxnews.com/travel/top-thrill-2-roller-coaster-cedar-point-not-reopen-season,starter
"As North Carolina begins voting, hurricane devastation complicates casting ballots",NBC,2024-10-17,2024,https://www.nbcnews.com/politics/2024-election/north-carolina-begins-voting-hurricane-devastation-complicates-casting-rcna175805,starter
Georgia Dems chair reveals message to undecided GOP voters as Harris works to build broad base,FoxNews,2024-10-09,2024,https://www.foxnews.com/politics/georgia-dems-chair-reveals-message-undecided-gop-voters-harris-works-build-broad-base,starter
"Barack Obama produces first fiction movie for Netflix, gave extensive notes to director for cyberattack plot",FoxNews,2023-12-11,2023,https://www.foxnews.com/media/obama-produces-first-fiction-movie-netflix-gave-extensive-notes-director-cyberattack-plot,starter
Ohio Democrats see abortion restrictions as an opening against DeWine,NBC,2022-07-07,2022,https://www.nbcnews.com/politics/2022-election/ohio-democrats-see-abortion-restrictions-opening-dewine-rcna36629,starter
Portable chargers and power banks worth considering in 2022,NBC,2022-03-10,2022,https://www.nbcnews.com/select/shopping/best-portable-chargers-ncna1291495#anchor-Howmuchcanyouchargewithaportablecharger,starter
"'Rent is too damn high': Rosen panned for Biden-aligned votes, high housing costs",FoxNews,2024-08-16,2024,https://www.foxnews.com/politics/rent-too-damn-high-rosen-panned-biden-aligned-votes-high-housing-costs,starter
"Proud Boy who smashed Capitol window, Dominic Pezzola, sentenced to prison",NBC,2023-09-01,2023,https://www.nbcnews.com/politics/justice-department/proud-boy-sentenced-rcna102857,starter
Beijing Half Marathon organizers investigate Chinese runner's controversial win,NBC,2024-04-15,2024,https://www.nbcnews.com/news/world/beijing-half-marathon-organizers-investigate-chinese-runners-controver-rcna147782,starter
Maher rips rapper's profanity-laced tirade against USA: ‘Sure it was a big hit with the Queers for Gaza crowd',FoxNews,2024-09-28,2024,https://www.foxnews.com/media/maher-rips-rappers-profanity-laced-tired-against-usa-sure-big-hit-queers-gaza-crowd,starter
What NBC Select editors bought on Black Friday & Cyber Monday,NBC,2023-11-28,2023,https://www.nbcnews.com/select/shopping/what-we-bought-black-friday-cyber-monday-rcna126998,starter
"Russia-Ukraine war: Deadly fight in Donbas 'one of the most brutal battles... for Europe,' Zelenskyy says",FoxNews,2022-06-14,2022,https://www.foxnews.com/world/russia-ukraine-war-donbas-fight-zelenskyy,starter
"Fetterman lauds Israel for leaving Iran ‘exposed and humiliated’ after strikes on Hamas, Hezbollah",FoxNews,2024-10-06,2024,https://www.foxnews.com/politics/fetterman-lauds-israel-leaving-iran-exposed-humiliated-after-strikes-hamas-hezbollah.print,starter
"7 Best Mattresses for Back Pain in 2026, According to Experts",NBC,2024-06-17,2024,https://www.nbcnews.com/select/shopping/best-mattresses-back-pain-rcna157541,starter
RFK Jr. remains thorn in Biden's side as 2024 polls show Kennedy holding onto sizable chunk of Dem voters,FoxNews,2023-05-27,2023,https://www.foxnews.com/politics/rfk-jr-remains-thorn-bidens-side-2024-polls-show-kennedy-holding-sizable-chunk-dem-voters,starter
Donald Trump found guilty in historic New York hush money case,NBC,2024-05-30,2024,https://www.nbcnews.com/politics/donald-trump/donald-trump-verdict-hush-money-trial-rcna152492,starter
Cuba says the U.S. embargo is 'genocidal.' What does it really do?,NBC,2021-08-22,2021,https://www.nbcnews.com/news/latino/cuba-says-us-embargo-genocidal-really-rcna1733,starter
Actor says timing of documentary on former president's assassination attempt 'might seem interesting',FoxNews,2024-10-18,2024,https://www.foxnews.com/media/actor-says-timing-documentary-former-presidents-assassination-attempt-might-seem-interesting.print,starter
"Russian disinformation peddlers are targeting Harris-Walz campaign with fake videos, Microsoft says",NBC,2024-09-17,2024,https://www.nbcnews.com/tech/security/russian-disinformation-peddlers-are-targeting-harris-walz-campaign-fak-rcna171476,starter
"Mike Rowe, well-known storyteller, announces 'Something to Stand For,' new film celebrating America",FoxNews,2024-06-10,2024,https://www.foxnews.com/lifestyle/mike-rowe-announces-something-stand-film-celebrating-america,starter
Israel says it killed a top Hezbollah official in 'targeted' Beirut strike,NBC,2024-09-20,2024,https://www.nbcnews.com/news/world/israel-strikes-lebanon-hezbollah-revenge-device-blasts-nasrallah-rcna171946,starter
Delphi murders trial: What to know about Richard Allen and the teens he killed,NBC,2024-10-18,2024,https://www.nbcnews.com/news/us-news/delphi-murders-trial-richard-allen-what-know-rcna175789,starter
Jan. 6 rioter with 'I heart TRUMP' hat and a Confederate flag gets prison for assaults on officers,NBC,2024-04-22,2024,https://www.nbcnews.com/politics/justice-department/jan-6-rioter-heart-trump-hat-confederate-flag-gets-prison-assaults-off-rcna148840,starter
NJ police eye absent parents after young mobs upend family-friendly vacation hot spots,FoxNews,2024-05-29,2024,https://www.foxnews.com/us/nj-police-eye-absent-parents-young-mobs-upend-family-friendly-vacation-hot-spots.print,starter
Jelly Roll plans to seek forgiveness from victims of armed robbery: 'No logic to what I did',FoxNews,2024-10-18,2024,https://www.foxnews.com/entertainment/jelly-roll-plans-ask-forgiveness-from-victims-armed-robbery-no-logic-what-i-did.print,starter
"On this day in history, February 23, 1945, US Marines raise American flag on Iwo Jima, seen in stunning photo",FoxNews,2024-02-23,2024,https://www.foxnews.com/lifestyle/this-day-history-feb-23-1945-us-marines-raise-american-flag-over-iwo-jima,starter
"Working class will come home to Harris, rallygoers in postindustrial Pennsylvanians say",FoxNews,2024-09-22,2024,https://www.foxnews.com/politics/working-class-come-home-harris-rallygoers-postindustrial-pennsylvania-say.print,starter
"Kamala Harris grants first interview to CNN after weeks of avoiding press, to be joined by Tim Walz",FoxNews,2024-08-27,2024,https://www.foxnews.com/media/kamala-harris-grants-first-interview-cnn-after-weeks-avoiding-press-joined-tim-walz,starter
Pennsylvanians offer mixed answers on where Harris stands on key issues: 'Better than the alternative',FoxNews,2024-09-08,2024,https://www.foxnews.com/politics/pennsylvanians-offer-mixed-answers-where-harris-stands-key-issues-better-than-alternative.print,starter
Meet the American who invented Band-Aids: cotton buyer and devoted husband Earle Dickson,FoxNews,2023-01-13,2023,https://www.foxnews.com/lifestyle/meet-american-who-invented-band-aids-cotton-buyer-devoted-husband-earle-dickson,starter
Nevada governor signs new abortion protections into law,NBC,2023-05-31,2023,https://www.nbcnews.com/politics/politics-news/nevada-gop-governor-signs-new-abortion-protections-law-rcna87022,starter
Sunny Hostin horrified by poll that found millions of Americans support violence to stop Trump: 'Despicable',FoxNews,2024-09-16,2024,https://www.foxnews.com/media/sunny-hostin-horrified-poll-found-millions-americans-support-violence-stop-trump-despicable,starter
"Hurricane Helene rips apart N.C. farm that feeds 1,500 people in a food desert each week",NBC,2024-10-11,2024,https://www.nbcnews.com/news/nbcblk/hurricane-helene-rips-apart-nc-farm-feeds-1500-people-food-desert-week-rcna174371,starter
North Korea’s Kim enjoys a Russian luxury limousine gifted by Putin as the two nations expand ties,NBC,2024-03-16,2024,https://www.nbcnews.com/news/world/north-koreas-kim-enjoys-russian-luxury-limousine-gifted-putin-two-nati-rcna143710,starter
Anti-Israel protesters arrested after locking themselves inside fence at NASCAR's Chicago Street Race,FoxNews,2024-07-07,2024,https://www.foxnews.com/sports/anti-israel-protesters-arrested-after-locking-themselves-inside-fence-at-nascars-chicago-street-race,starter
Bob Woodson: Black History Month – here's how we celebrate resilience and the promise of 1776,FoxNews,2021-02-18,2021,https://www.foxnews.com/opinion/black-history-month-1776-unites-resilience-bob-woodson,starter
"How would a President Whitmer handle immigration, border crisis?",FoxNews,2024-07-04,2024,https://www.foxnews.com/politics/how-would-president-whitmer-handle-immigration-border-crisis,starter
5 top-rated hair straightening brushes to consider,NBC,2021-09-15,2021,https://www.nbcnews.com/select/shopping/best-hair-straightener-brushes-ncna1279216,starter
Climate change is throwing the water cycle into chaos across the U.S.,NBC,2024-02-25,2024,https://www.nbcnews.com/science/science-news/climate-change-throwing-water-cycle-chaos-us-rcna137892,starter
Bragg's office faces bar complaint alleging discrimination in 'diversity' hiring practices,FoxNews,2024-06-26,2024,https://www.foxnews.com/politics/braggs-office-faces-bar-complaint-over-alleged-discriminatory-diversity-hiring-practices,starter
MSNBC host compares guns to slavery: ‘Lincoln was criticized for moving too slowly’ to ‘end slavery’,FoxNews,2022-06-13,2022,https://www.foxnews.com/media/msnbc-host-guns-slavery-lincoln-slavery,starter
Trump-Musk interview: 5 biggest takeaways from the 2024 presidential election to the US border crisis,FoxNews,2024-08-13,2024,https://www.foxnews.com/politics/trump-musk-interview-5-biggest-takeaways-from-2024-presidential-election-us-border-crisis,starter
Zyn-maker increases production capacity with new $600 million facility in Colorado,NBC,2024-07-16,2024,https://www.nbcnews.com/business/business-news/zyn-maker-increases-production-capacity-new-600-million-facility-color-rcna162072,starter
"As a female athlete, I do not consent to playing alongside men in collegiate sports",FoxNews,2024-09-30,2024,https://www.foxnews.com/opinion/female-athlete-do-not-consent-playing-alongside-men-collegiate-sports,starter
John Kerry goes to China to restart U.S.-China climate talks,NBC,2023-07-19,2023,https://www.nbcnews.com/news/world/us-china-climate-change-kerry-rcna94800,starter
"Hurricane Helene wreaks havoc across Asheville, NC; National Guard deployed, 119 rescued",FoxNews,2024-09-29,2024,https://www.foxnews.com/us/hurricane-helene-wreaks-havoc-across-asheville-nc-national-guard-deployed-119-rescued,starter
'Biggest medical fraud of our time': Riley Gaines dives into the heart of gender-affirming care epidemic,FoxNews,2024-09-12,2024,https://www.foxnews.com/media/medical-fraud-riley-gaines-heart-gender-affirming-care-epidemic,starter
Kamala Harris faces her 'toughest' battleground in Pennsylvania,NBC,2024-09-06,2024,https://www.nbcnews.com/politics/2024-election/kamala-harris-toughest-battleground-pennsylvania-trump-rcna168288,starter
New videos show assault on Capitol Police Officer Brian Sicknick,NBC,2021-04-29,2021,https://www.nbcnews.com/news/us-news/new-videos-show-alleged-assault-capitol-police-officer-brian-sicknick-n1265876,starter
"Health care is ‘overwhelmingly complex’ for older adults, experts say: ‘Ever-increasing hurdle’",FoxNews,2024-03-28,2024,https://www.foxnews.com/health/health-care-overwhelmingly-complex-older-adults-experts-increasing-hurdle,starter
Election 2024: Trump is noncommittal on the prospect of a second presidential debate with Harris,NBC,2024-09-11,2024,https://www.nbcnews.com/politics/2024-election/live-blog/trump-harris-presidential-election-live-updates-rcna169724,starter
Debate challenge: The pressure’s on Kamala as she and Trump trade flip-flop charges,FoxNews,2024-09-10,2024,https://www.foxnews.com/politics/debate-challenge-pressures-kamala-she-trump-trade-flip-flop-charges,starter
"Nearly 200 GOP lawmakers blast Biden's EPA for targeting farmers, ranchers: 'Egregious federal overreach'",FoxNews,2023-01-26,2023,https://www.foxnews.com/politics/nearly-200-gop-lawmakers-blast-bidens-epa-targeting-farmers-ranchers-egregious-federal-overreach,starter
Taylor Swift draws ire of conservatives after Chiefs win AFC championship,NBC,2024-01-29,2024,https://www.nbcnews.com/pop-culture/taylor-swift-draws-ire-conservatives-chiefs-win-afc-championship-rcna136185,starter
Travelers will need 'permission' and a fee to visit United Kingdom as part of new digitized system,FoxNews,2024-09-16,2024,https://www.foxnews.com/travel/travelers-need-permission-fee-visit-united-kingdom-part-new-digitized-system,starter
BTS K-Pop stars to do military service in South Korea,NBC,2022-10-17,2022,https://www.nbcnews.com/news/world/bts-k-pop-stars-military-service-south-korea-rcna52497,starter
"On this day in history in 1775, US postal system established under Ben Franklin",FoxNews,2022-07-26,2022,https://www.foxnews.com/lifestyle/day-history-1775-us-postal-system-established-ben-franklin,starter
"Inside Egypt's 3,000-year-old 'lost golden city'",NBC,2021-04-10,2021,https://www.nbcnews.com/news/world/inside-egypt-s-3-000-year-old-lost-golden-city-n1263585,starter
ICC prosecutor applies for arrest warrants for Netanyahu and Hamas leader Sinwar,NBC,2024-05-20,2024,https://www.nbcnews.com/news/world/netanyahu-arrest-warrant-israel-hamas-war-icc-rcna149743,starter
"On this day in history, April 1, 1945, US forces invade Okinawa, last major battle of World War II",FoxNews,2024-04-01,2024,https://www.foxnews.com/lifestyle/this-day-history-april-1-1945-us-forces-invade-okinawa-last-major-battle-wwii,starter
"Texas woman robbed, pistol-whipped in ritzy Dallas area by illegal Venezuelan migrants with gang ties: report",FoxNews,2024-10-08,2024,https://www.foxnews.com/us/texas-woman-robbed-gunpoint-ritzy-neighborhood-4-venezuelan-illegal-immigrants-gang-ties.print,starter
Capitol security officials blame poor intelligence — and one another — for the Jan. 6 riot,NBC,2021-02-23,2021,https://www.nbcnews.com/politics/congress/key-capitol-security-officials-be-grilled-about-what-went-wrong-n1258530,starter
Blue state Republican touts his anti-Trump credentials in bid to flip senate seat red,FoxNews,2024-09-03,2024,https://www.foxnews.com/politics/https-www-foxnews-com-politics-republican-aiming-flip-key-senate-seat-blue-bastion-spotlights-anti-trump-credentials,starter
"In the ruins of Gaza, children are starving to death and there's no cease-fire in sight",NBC,2024-03-07,2024,https://www.nbcnews.com/news/world/israel-hamas-war-children-starving-famine-warning-death-destruction-rcna141813,starter
Focus group reacts to Trump claim that migrants are 'eating the dogs' in Ohio town,FoxNews,2024-09-11,2024,https://www.foxnews.com/politics/focus-group-reacts-trump-claim-migrants-eating-dogs-ohio-town,starter
Fireworks expected in final Pennsylvania Senate debate in race that may decide chamber's majority,FoxNews,2024-10-15,2024,https://www.foxnews.com/politics/fireworks-expected-final-pennsylvania-senate-debate-race-may-decide-chambers-majority,starter
"App crash during Lent leads Hallow CEO to hear God say, ‘Give up and let me handle it’",FoxNews,2023-06-07,2023,https://www.foxnews.com/lifestyle/app-crash-lent-leads-hallow-ceo-hear-god-saying-give-up-let-me-handle,starter
Gaza Strip struggles to cope as coronavirus outbreak takes its toll,NBC,2020-09-13,2020,https://www.nbcnews.com/news/world/gaza-strip-struggles-cope-coronavirus-outbreak-takes-its-toll-n1239972,starter
Religious violence reaches India’s capital as a Hindu mob swarms a church,NBC,2023-09-06,2023,https://www.nbcnews.com/news/world/india-g20-christian-church-attack-rcna103571,starter
Oath Keepers founder sentenced to 18 years in Jan. 6 seditious conspiracy case,NBC,2023-05-25,2023,https://www.nbcnews.com/politics/justice-department/oath-keepers-founder-sentenced-18-years-jan-6-seditious-conspiracy-cas-rcna85852,starter
"Ryan Routh, armed man arrested at Trump golf course, posted prolifically about Trump, politics",FoxNews,2024-09-15,2024,https://www.foxnews.com/politics/ryan-routh-armed-man-arrested-trump-golf-course-posted-prolifically-about-trump-politics,starter
Inside the right’s effort to build a voter fraud hunting tool,NBC,2023-08-17,2023,https://www.nbcnews.com/politics/2024-election/conservatives-voter-fraud-hunting-tool-eagleai-cleta-mitchell-rcna97327,starter
8 Best Indoor Garden Systems of 2026 | NBC Select,NBC,2021-05-14,2021,https://www.nbcnews.com/select/shopping/best-indoor-garden-kits-ncna1267376,starter
"Video, flight radar show Prigozhin plane crash: What we know",NBC,2023-08-24,2023,https://www.nbcnews.com/news/world/prigozhin-plane-crash-what-we-know-video-flight-radar-rcna101557,starter
Defiant Brittany Mahomes doesn't 'give a f--- about what people have to say' about her,FoxNews,2024-08-29,2024,https://www.foxnews.com/sports/defiant-brittany-mahomes-doesnt-give-f-about-what-people-have-say-about-her,starter
"Trump says he is 'honored,' 'invigorated' after winning Iowa caucuses: 'We want to Make America Great Again'",FoxNews,2024-01-15,2024,https://www.foxnews.com/politics/trump-says-he-is-honored-invigorated-after-winning-iowa-caucuses-make-america-great-again.print,starter
15 best last-minute Father's Day gifts for dad,NBC,2022-06-10,2022,https://www.nbcnews.com/select/shopping/last-minute-fathers-day-gifts-ncna1296209,starter
Everything We Bought and Loved in March 2026,NBC,2025-03-31,2025,https://www.nbcnews.com/select/shopping/editors-favorite-products-march-rcna145578,starter
Rick Scott leads effort to up Secret Service protections after 2nd assassination attempt on Trump,FoxNews,2024-09-19,2024,https://www.foxnews.com/politics/rick-scott-leads-effort-up-secret-service-protections-after-2nd-assassination-attempt-trump.print,starter
"Biden is in charge of country on second straight vacation, White House insists",FoxNews,2024-08-27,2024,https://www.foxnews.com/politics/biden-charge-country-second-straight-vacation-white-house-insists,starter
Trump mocks Biden's beach naps: 'somebody convinced him he looks great in a bathing suit',FoxNews,2024-10-11,2024,https://www.foxnews.com/media/trump-mocks-bidens-beach-naps-somebody-convinced-him-he-looks-great-bathing-suit.print,starter
"Dolly Parton removes herself from Rock & Roll Hall of Fame nomination, says she hasn't 'earned that right'",FoxNews,2022-03-14,2022,https://www.foxnews.com/entertainment/dolly-parton-removes-herself-rock-roll-hall-of-fame-nomination,starter
Republican convention gets underway two days after Trump survived an assassination attempt,FoxNews,2024-07-15,2024,https://www.foxnews.com/politics/republican-convention-gets-underway-two-days-after-trump-survived-assassination-attempt,starter
Highlights and analysis: Trump commits to 'orderly transition' after mob storms Capitol,NBC,2021-01-06,2021,https://www.nbcnews.com/politics/congress/blog/electoral-college-certification-updates-n1252864/ncrd1253052#blogHeader,starter
"Nearly two-thirds of Americans believe illegal immigration is real crisis, not a media narrative: poll",FoxNews,2024-04-25,2024,https://www.foxnews.com/media/nearly-two-thirds-americans-believe-illegal-immigration-real-crisis-not-media-narrative-poll,starter
"Next presidential administration has to 'get serious' about immigration, say voters in key battleground state",FoxNews,2024-10-08,2024,https://www.foxnews.com/media/next-presidential-administration-get-serious-about-immigration-say-voters-key-battleground-state,starter
Ron DeSantis says U.S. shouldn't take in refugees from Gaza,NBC,2023-10-15,2023,https://www.nbcnews.com/politics/2024-election/ron-desantis-says-us-shouldnt-take-refugees-gaza-rcna120457,starter
Glenn Youngkin united Virginia Republicans around a 15-week abortion ban. Some have pushed to go further.,NBC,2023-10-16,2023,https://www.nbcnews.com/politics/elections/glenn-youngkin-united-virginia-republicans-15-week-abortion-ban-pushed-rcna119199,starter
War in Israel tests Biden's foreign policy case for 2024,NBC,2023-10-07,2023,https://www.nbcnews.com/politics/white-house/war-israel-tests-bidens-foreign-policy-case-2024-rcna119349,starter
Helene 'like a bomb went off': Florida Rep Kat Cammack details severe hurricane damage,FoxNews,2024-10-18,2024,https://www.foxnews.com/us/helene-like-bomb-went-off-florida-rep-kat-cammack-details-severe-hurricane-damage,starter
7+ Best Under Bed Storage Containers | NBC Select,NBC,2025-08-08,2025,https://www.nbcnews.com/select/shopping/best-under-bed-storage-ncna1263210,starter
Josh Shapiro denies antisemitism played role in Harris' VP pick,FoxNews,2024-08-19,2024,https://www.foxnews.com/politics/josh-shapiro-denies-antisemitism-played-role-harris-vp-pick,starter
Here are 20 major media stories CNN's Brian Stelter ignored on his so-called media show in 2021,FoxNews,2021-12-27,2021,https://www.foxnews.com/media/cnn-brian-stelter-reliable-sources-2021.print,starter
The unnoticed election that could determine the future,FoxNews,2024-10-16,2024,https://www.foxnews.com/opinion/unnoticed-election-could-determine-future,starter
Swiss billionaire-backed environmental groups spent big targeting millions of Biden voters,FoxNews,2023-04-06,2023,https://www.foxnews.com/politics/swiss-billionaire-backed-environmental-groups-spent-big-targeting-millions-biden-voters,starter
'Woke' California prosecutor 'ironically in charge of ethics' charged with felonies,FoxNews,2024-04-30,2024,https://www.foxnews.com/us/woke-california-prosecutor-ironically-charge-ethics-charged-felonies,starter
"Israel-Hamas truce greeted with relief, skepticism — and celebration in Gaza",NBC,2021-05-21,2021,https://www.nbcnews.com/news/world/israel-hamas-truce-greeted-relief-skepticism-celebration-gaza-n1268109,starter
Exclusive: Zelenskyy says Ukraine plans to hold seized Russian territory indefinitely,NBC,2024-09-03,2024,https://www.nbcnews.com/news/world/zelenskyy-ukraine-russia-territory-seized-putin-kursk-rcna169280,starter
Cyber Monday 2022: What to buy and what to skip,NBC,2022-11-18,2022,https://www.nbcnews.com/select/shopping/cyber-monday-what-buy-2022-ncna1300894,starter
Giuliani and Powell appear to be among alleged Trump co-conspirators,NBC,2023-08-02,2023,https://www.nbcnews.com/politics/justice-department/giuliani-powell-appear-alleged-trump-co-conspirators-rcna97641,starter
21+ Best Gifts for New Parents in 2026 | NBC Select,NBC,2025-07-22,2025,https://www.nbcnews.com/select/shopping/best-gifts-new-parents-ncna1300748,starter
"North Korean special forces in Russia readying for combat in Ukraine war, South Korea says",NBC,2024-10-18,2024,https://www.nbcnews.com/news/world/north-korean-troops-russia-readying-combat-ukraine-war-rcna176070,starter
James Madison's perspective on slavery is a far more 'nuanced' historical subject than many understand: Turley,FoxNews,2022-07-18,2022,https://www.foxnews.com/media/james-madison-perspective-slavery-nuanced-turley,starter
The best dog and cat food: Select Pet Awards 2023,NBC,2023-06-27,2023,https://www.nbcnews.com/select/shopping/best-food-pet-awards-ncna1305988,starter
"In Harvard study of Jan. 6 rioters, top motivation is clear: Trump",NBC,2022-07-20,2022,https://www.nbcnews.com/politics/politics-news/harvard-study-jan-6-rioters-top-motivation-clear-trump-rcna38794,starter
Vivek Ramaswamy: 'Wounded' Trump's movement needs a new leader,NBC,2024-01-03,2024,https://www.nbcnews.com/politics/2024-election/vivek-ramaswamy-wounded-trumps-movement-needs-new-leader-rcna131921,starter
Here’s why any Israeli attempt to rescue the 150 hostages in Gaza will be ‘brutal’ and painful,NBC,2023-10-13,2023,https://www.nbcnews.com/news/world/israeli-rescue-hamas-hostages-gaza-brutal-painful-rcna120061,starter
High school students have a strong shot at success with career technical education: 'A win-win',FoxNews,2022-09-07,2022,https://www.foxnews.com/lifestyle/high-school-students-strong-shot-success-career-technical-education-win-win,starter
"Delphi murders: Man charged with killing 2 girls is 'his own worst enemy,' expert says",FoxNews,2024-05-02,2024,https://www.foxnews.com/us/delphi-murders-cvs-employee-accused-killing-2-girls-own-worst-enemy-expert-says,starter
Iowa Gov. Kim Reynolds signs a 6-week abortion ban at conservative summit,NBC,2023-07-14,2023,https://www.nbcnews.com/politics/2024-election/iowa-gov-kim-reynolds-signs-6-week-abortion-ban-conservative-summit-rcna93901,starter
Who was Yahya Sinwar? The Israeli prisoner turned terrorist Hamas leader killed by IDF troops,FoxNews,2024-10-17,2024,https://www.foxnews.com/politics/who-yahya-sinwar-israeli-prisoner-militant-hamas-leader.print,starter
Progressive content creators gear up for Kamala Harris,NBC,2024-07-22,2024,https://www.nbcnews.com/tech/tech-news/progressive-content-creators-kamala-harris-reaction-rcna162967,starter
'Psych' star Dulé Hill on Hollywood diversity and the legacy of 'The West Wing',NBC,2020-07-06,2020,https://www.nbcnews.com/pop-culture/celebrity/psych-star-dul-hill-hollywood-diversity-legacy-west-wing-n1232192,starter
Election 2024 updates: More Democrats want Biden to drop out; Trump speaks with Zelenskyy,NBC,2024-07-19,2024,https://www.nbcnews.com/politics/2024-election/live-blog/rnc-trump-biden-republican-convention-live-updates-rcna161247,starter
NBA player Karl-Anthony Towns on losing 8 relatives from Covid-19,NBC,2021-10-20,2021,https://www.nbcnews.com/news/nbcblk/nba-player-karl-anthony-towns-losing-8-relatives-covid-19-rcna3398,starter
Media figures shocked at Biden's 'bad' debate performance: 'Total and complete disaster',FoxNews,2024-06-27,2024,https://www.foxnews.com/media/media-figures-shocked-bidens-bad-debate-performance-total-complete-disaster,starter
Vanessa Hudgens continues #ThirstyThursday tradition with sultry snaps,FoxNews,2020-02-07,2020,https://www.foxnews.com/entertainment/vanessa-hudgens-thirsty-thursday-pics-second-week,starter
"Kamala Harris campaign frustrated by recent Biden media appearances, says CNN reporter",FoxNews,2024-10-07,2024,https://www.foxnews.com/media/members-kamala-harris-campaign-frustrated-recent-biden-media-appearances-cnn-reporter.print,starter
Ex-cop who stormed the Capitol on Jan. 6 sentenced to record-tying 7 years in prison,NBC,2022-08-11,2022,https://www.nbcnews.com/politics/justice-department/virginia-cop-thomas-robertson-jan-6-sentenced-7-years-prison-rcna42559,starter
"How much water you really need to drink, according to experts",NBC,2024-02-26,2024,https://www.nbcnews.com/select/shopping/how-much-water-to-drink-rcna140219,starter
NRA praises court order striking down ‘draconian’ blue state's handgun law,FoxNews,2023-11-23,2023,https://www.foxnews.com/us/nra-praises-court-order-striking-down-draconian-blue-states-handgun-law,starter
NBA great Magic Johnson slammed for calling Obama’s DNC speeches the best in ‘history of our country’,FoxNews,2024-08-21,2024,https://foxnews.com/sports/nba-great-magic-johnson-slammed-calling-obamas-dnc-speeches-best-history-our-country,starter
MyPillow lawyers say CEO Mike Lindell owes them millions of dollars,NBC,2023-10-05,2023,https://www.nbcnews.com/politics/politics-news/mypillow-lawyers-say-ceo-mike-lindell-owes-millions-dollars-rcna119058,starter
Luke Bryan’s son surprised Katy Perry with a very odd question for his dad,FoxNews,2022-12-01,2022,https://www.foxnews.com/entertainment/luke-bryans-son-surprised-katy-perry-odd-question-his-dad,starter
"Emmy Awards 2024 highlights: 'The Bear', 'Baby Reindeer', 'ShÅgun' led in wins; red carpet, winners, speeches and more",NBC,2024-09-15,2024,https://www.nbcnews.com/pop-culture/tv/live-blog/emmys-2024-live-updates-rcna167469,starter
Arizona Senate Primary Election 2024 Live Results,NBC,2024-07-30,2024,https://www.nbcnews.com/politics/2024-primary-elections/arizona-senate-results,starter
"Johnson grills DHS on migrant releases, as GOP pressure builds on border crisis",FoxNews,2022-02-02,2022,https://www.foxnews.com/politics/johnson-dhs-migrant-releases-gop-border-crisis,starter
Biden admin unveils latest crackdown on oil and gas industry at UN climate conference,FoxNews,2023-12-02,2023,https://www.foxnews.com/politics/biden-admin-unveils-latest-crackdown-oil-gas-industry-un-climate-conference,starter
Arizona's Kari Lake tears into Kamala Harris on the border: 'The only Walz she supports is her VP pick',FoxNews,2024-08-09,2024,https://www.foxnews.com/politics/arizonas-kari-lake-tears-kamala-harris-border-only-walz-she-supports-her-vp-pick,starter
"Putin pledges truce if Ukraine exits Russian-occupied areas and drops NATO bid, nonstarters for Kyiv",NBC,2024-06-14,2024,https://www.nbcnews.com/news/world/putin-pledges-truce-ukraine-exits-occupied-areas-drops-nato-bid-rcna157146,starter
Healthy living habits include eating dinner earlier — it may also help keep weight down,FoxNews,2022-10-17,2022,https://www.foxnews.com/health/healthy-living-habits-eating-dinner-earlier-may-help-weight.print,starter
Judge orders more Jack Smith Trump investigation docs to be made public ahead of election,FoxNews,2024-10-18,2024,https://www.foxnews.com/politics/judge-orders-more-jack-smith-trump-investigation-docs-made-public-ahead-election,starter
